sig,n_fafb,n_banc,n_mcns,max_count
40_77,5,1,3,5
90_66,3,1,5,5
52_74,2,2,5,5
88_36,3,1,5,5
85_61,3,1,5,5
59_55,2,2,5,5
73_69,5,1,3,5
62_58,3,1,5,5
40_72,5,1,1,5
72_40,5,2,3,5
9_52,1,5,5,5
63_25,3,1,5,5
115_80,2,2,5,5
45_66,5,1,4,5
80_74,3,2,5,5
85_49,5,1,2,5
74_51,4,1,5,5
84_49,5,2,2,5
81_55,5,2,5,5
19_78,4,1,5,5
100_75,3,1,5,5
61_56,2,5,5,5
36_70,3,2,5,5
78_36,3,2,5,5
2_46,2,5,2,5
42_60,5,2,4,5
75_25,5,2,3,5
67_21,1,2,5,5
72_24,3,1,5,5
68_20,1,1,5,5
60_20,5,3,4,5
26_3,2,5,4,5
28_69,3,1,5,5
80_45,1,2,5,5
71_42,5,2,2,5
67_50,1,1,5,5
40_59,4,5,3,5
48_11,5,4,4,5
53_76,1,3,5,5
55_63,5,1,3,5
84_51,4,1,5,5
81_69,2,1,5,5
59_72,2,5,2,5
95_45,1,1,5,5
75_65,3,3,5,5
76_33,2,2,5,5
38_72,4,1,5,5
57_63,4,1,5,5
33_72,2,2,5,5
15_64,2,2,5,5
68_18,1,2,5,5
90_42,2,2,5,5
45_76,5,2,2,5
81_84,1,5,2,5
64_20,3,2,5,5
68_52,3,3,5,5
67_54,3,2,5,5
44_14,5,2,4,5
3_44,2,1,5,5
97_48,2,1,5,5
42_67,4,1,5,5
30_67,5,2,3,5
55_80,3,2,5,5
72_63,1,1,5,5
89_50,2,1,5,5
55_64,3,3,5,5
78_62,2,1,5,5
51_56,2,5,2,5
91_55,3,2,5,5
72_56,1,2,5,5
53_50,5,5,5,5
83_48,2,1,5,5
56_77,2,2,5,5
68_25,2,2,5,5
100_57,2,2,5,5
71_61,5,1,2,5
77_39,5,2,2,5
87_64,2,5,2,5
53_58,5,2,2,5
62_73,2,5,1,5
39_58,3,2,5,5
63_36,4,5,3,5
58_51,5,5,2,5
77_51,2,2,5,5
39_4,1,2,5,5
46_60,5,4,4,5
69_55,2,4,5,5
11_53,1,3,5,5
53_69,5,2,2,5
43_69,5,1,3,5
72_74,5,1,3,5
78_22,3,2,5,5
60_43,3,3,5,5
70_75,5,1,3,5
61_62,3,1,5,5
43_71,3,2,5,5
79_42,3,5,4,5
72_58,5,1,3,5
75_56,5,2,4,5
66_28,3,3,5,5
49_10,5,2,2,5
75_35,5,2,5,5
85_74,5,1,2,5
38_7,2,5,4,5
56_55,2,3,5,5
15_62,5,2,3,5
63_26,4,1,5,5
77_74,1,5,4,5
29_63,4,4,5,5
48_71,2,5,4,5
65_31,4,5,2,5
83_85,4,2,5,5
78_44,1,4,5,5
61_19,3,1,5,5
83_68,5,2,1,5
50_60,2,4,5,5
36_65,2,2,5,5
78_91,2,1,5,5
104_64,5,1,1,5
25_88,1,1,5,5
55_69,2,1,5,5
106_64,3,1,5,5
45_82,3,2,5,5
115_78,3,1,5,5
37_70,1,5,1,5
76_43,3,3,5,5
54_75,2,4,5,5
47_71,2,2,5,5
32_68,5,1,2,5
36_73,4,3,5,5
9_54,1,2,5,5
67_72,5,1,5,5
101_56,1,1,5,5
89_67,1,1,5,5
84_36,5,1,1,5
87_35,1,1,5,5
8_49,3,5,2,5
76_47,1,4,5,5
34_69,3,1,5,5
66_61,5,3,3,5
88_42,3,1,5,5
52_58,2,5,5,5
90_71,1,1,5,5
78_52,5,4,4,5
60_53,3,4,5,5
60_60,4,3,5,5
66_50,4,2,5,5
74_36,2,5,4,5
63_18,2,5,3,5
81_41,2,1,5,5
59_68,3,1,5,5
84_67,2,1,5,5
58_33,4,2,5,5
49_88,1,1,5,5
29_2,1,2,5,5
42_65,5,2,1,5
35_2,2,1,5,5
86_42,1,1,5,5
39_64,2,2,5,5
63_16,1,5,1,5
73_76,3,3,5,5
63_44,4,4,5,5
39_67,3,1,5,5
44_64,4,5,5,5
64_79,1,3,5,5
69_66,2,1,5,5
83_61,1,1,5,5
75_43,3,2,5,5
11_57,1,1,5,5
71_83,3,3,5,5
95_39,1,1,5,5
60_16,2,1,5,5
5_51,3,2,5,5
77_54,2,2,5,5
87_59,2,1,5,5
59_61,1,2,5,5
72_30,2,1,5,5
55_11,2,1,5,5
87_38,5,2,5,5
70_23,2,2,5,5
100_41,1,1,5,5
79_63,5,2,3,5
93_40,1,1,5,5
15_57,1,1,5,5
8_56,1,5,5,5
69_24,2,1,5,5
79_62,4,1,5,5
39_63,3,2,5,5
38_66,5,5,3,5
76_41,1,4,5,5
65_34,3,1,5,5
73_59,3,3,5,5
77_33,3,3,5,5
39_76,2,1,5,5
46_10,2,2,5,5
47_67,3,2,5,5
34_66,5,1,1,5
75_63,1,5,4,5
91_48,1,1,5,5
50_62,5,4,5,5
52_68,3,3,5,5
86_51,1,1,5,5
11_62,1,5,2,5
75_59,2,3,5,5
62_33,1,5,4,5
35_70,2,3,5,5
73_15,1,5,2,5
73_44,2,3,5,5
44_8,1,4,5,5
71_82,1,4,5,5
69_29,1,4,5,5
44_74,1,1,5,5
53_71,1,2,5,5
49_62,5,3,4,5
62_20,3,1,5,5
82_43,1,3,5,5
25_86,1,1,5,5
71_20,2,2,5,5
83_49,1,3,5,5
77_37,5,1,4,5
9_60,1,1,5,5
63_21,2,3,5,5
51_67,5,4,4,5
79_41,1,2,5,5
111_74,1,1,5,5
32_2,1,1,5,5
41_64,2,1,5,5
51_73,2,1,5,5
79_32,3,1,5,5
85_65,1,1,5,5
76_39,1,1,5,5
64_23,1,3,5,5
61_20,1,5,3,5
59_12,1,5,2,5
69_60,2,1,5,5
75_69,2,2,5,5
77_53,2,2,5,5
79_76,1,1,5,5
65_21,1,2,5,5
75_34,1,3,5,5
99_80,1,2,5,5
35_5,2,5,2,5
6_49,2,2,5,5
65_77,1,5,2,5
12_63,1,5,2,5
56_66,1,3,5,5
7_50,1,2,5,5
47_15,1,5,5,5
63_20,1,2,5,5
89_56,1,1,5,5
88_58,1,3,5,5
74_78,1,2,5,5
45_69,1,1,5,5
10_55,1,5,3,5
92_43,1,2,5,5
33_4,2,4,5,5
9_56,1,5,3,5
52_73,1,5,2,5
44_68,1,3,5,5
36_6,1,5,2,5
43_0,1,5,4,5
39_0,1,5,4,5
41_0,1,4,5,5
0_28,6,2,4,6
60_83,6,3,2,6
51_59,5,2,6,6
56_75,6,2,3,6
14_55,4,1,6,6
72_43,4,2,6,6
25_4,5,6,3,6
49_64,5,3,6,6
45_8,3,1,6,6
33_65,6,3,6,6
95_71,6,1,3,6
54_72,3,2,6,6
51_72,6,1,5,6
24_1,2,6,5,6
64_50,6,3,6,6
0_26,6,4,5,6
81_59,6,2,6,6
33_68,4,1,6,6
17_69,6,2,2,6
3_37,6,6,5,6
55_62,6,5,4,6
29_7,5,6,6,6
16_68,1,2,6,6
54_15,6,4,6,6
70_52,6,4,1,6
54_18,5,2,6,6
53_51,4,6,6,6
70_34,6,3,5,6
67_40,1,4,6,6
13_57,6,2,6,6
108_48,1,1,6,6
81_67,5,4,6,6
16_67,3,2,6,6
33_61,6,1,6,6
79_43,4,2,6,6
71_59,6,3,5,6
60_62,3,1,6,6
47_17,6,4,5,6
58_25,6,6,5,6
56_25,3,4,6,6
73_25,3,1,6,6
62_48,2,4,6,6
59_57,6,3,6,6
59_19,3,1,6,6
80_81,4,3,6,6
75_29,2,2,6,6
59_32,6,2,5,6
63_67,5,6,4,6
60_39,5,3,6,6
64_48,4,3,6,6
70_46,4,5,6,6
39_53,6,3,6,6
4_40,5,5,6,6
57_41,4,5,6,6
55_26,5,5,6,6
70_69,6,1,2,6
34_64,6,2,2,6
71_72,4,6,3,6
42_59,6,5,6,6
73_18,3,6,2,6
60_58,6,3,5,6
55_49,6,2,4,6
24_84,3,1,6,6
81_56,3,4,6,6
8_48,3,6,6,6
62_54,4,3,6,6
59_24,2,6,6,6
71_28,6,1,5,6
7_53,1,1,6,6
17_67,4,1,6,6
42_12,4,3,6,6
66_62,5,2,6,6
34_59,6,2,6,6
41_68,6,3,3,6
16_75,6,1,3,6
68_35,5,3,6,6
39_68,5,1,6,6
46_67,2,6,5,6
73_58,3,2,6,6
87_39,6,1,4,6
75_54,6,2,3,6
61_25,6,2,6,6
62_50,4,4,6,6
64_28,5,6,4,6
94_59,1,1,6,6
33_51,5,4,6,6
87_54,3,1,6,6
68_54,6,3,3,6
73_47,6,1,6,6
63_60,4,6,3,6
31_60,6,4,4,6
66_30,4,2,6,6
1_34,5,1,6,6
77_44,3,2,6,6
68_45,6,1,3,6
52_15,4,6,3,6
77_50,4,1,6,6
47_14,6,5,4,6
34_63,6,1,5,6
79_40,1,1,6,6
62_75,3,1,6,6
86_44,3,1,6,6
21_1,3,6,3,6
75_32,5,2,6,6
84_38,2,1,6,6
43_70,2,3,6,6
70_39,2,4,6,6
57_17,5,4,6,6
55_60,6,2,4,6
30_68,6,1,2,6
48_64,3,2,6,6
59_64,3,5,6,6
60_19,3,1,6,6
50_19,6,5,6,6
71_43,5,3,6,6
66_42,3,4,6,6
54_17,6,3,4,6
67_67,2,1,6,6
41_71,3,2,6,6
63_56,2,2,6,6
56_49,3,3,6,6
19_79,5,1,6,6
39_71,3,3,6,6
64_55,4,6,4,6
79_56,4,2,6,6
40_82,1,1,6,6
45_15,5,5,6,6
72_45,3,2,6,6
68_47,3,2,6,6
46_13,6,4,2,6
65_22,1,2,6,6
82_39,4,1,6,6
67_18,4,1,6,6
68_57,6,4,3,6
74_38,3,2,6,6
56_50,6,3,4,6
64_63,4,1,6,6
64_41,2,2,6,6
26_2,1,6,5,6
66_40,6,3,4,6
64_65,4,3,6,6
72_39,3,2,6,6
30_1,1,3,6,6
75_52,3,1,6,6
74_56,5,1,6,6
70_31,4,1,6,6
85_59,2,1,6,6
62_93,2,1,6,6
91_72,3,1,6,6
0_35,6,1,2,6
62_23,3,3,6,6
72_41,5,1,6,6
65_30,5,3,6,6
50_61,6,4,6,6
55_53,3,2,6,6
55_17,6,6,5,6
61_23,2,5,6,6
63_62,6,2,1,6
78_51,3,3,6,6
48_68,5,4,6,6
73_49,5,2,6,6
78_64,4,2,6,6
41_11,2,4,6,6
85_27,6,1,2,6
42_76,6,1,1,6
12_54,4,4,6,6
74_61,3,2,6,6
44_59,4,3,6,6
62_24,4,2,6,6
73_41,5,2,6,6
70_57,6,2,5,6
33_56,6,4,4,6
63_38,2,5,6,6
48_14,3,6,6,6
73_26,3,2,6,6
98_52,1,2,6,6
32_65,4,1,6,6
39_51,4,3,6,6
29_62,6,1,6,6
56_69,6,2,3,6
73_63,2,1,6,6
0_33,6,3,3,6
60_28,3,4,6,6
90_59,2,1,6,6
25_76,5,2,6,6
31_64,4,4,6,6
77_59,6,2,6,6
38_61,6,1,4,6
95_60,4,2,6,6
68_40,2,1,6,6
73_40,2,3,6,6
29_59,3,1,6,6
76_35,3,1,6,6
95_57,2,2,6,6
41_70,1,1,6,6
52_63,2,1,6,6
46_65,6,3,5,6
61_83,3,1,6,6
75_64,6,3,6,6
84_65,6,2,4,6
60_55,6,2,4,6
37_58,6,4,3,6
21_75,5,1,6,6
57_55,6,4,6,6
77_57,4,3,6,6
65_25,5,1,6,6
84_48,2,1,6,6
85_53,2,2,6,6
32_66,6,1,2,6
17_74,2,1,6,6
61_13,1,6,2,6
73_43,4,4,6,6
39_65,4,1,6,6
35_58,6,1,2,6
45_61,4,6,3,6
81_53,4,2,6,6
93_61,3,1,6,6
93_60,1,1,6,6
67_38,2,6,6,6
79_61,1,4,6,6
27_4,2,4,6,6
67_65,3,1,6,6
9_55,2,5,6,6
36_68,6,1,3,6
52_54,3,6,4,6
42_78,4,1,6,6
70_41,6,3,5,6
97_61,2,1,6,6
23_2,2,6,5,6
79_48,6,1,3,6
44_62,3,2,6,6
69_21,2,2,6,6
75_72,3,2,6,6
36_61,6,1,5,6
62_92,4,1,6,6
36_53,4,6,6,6
47_63,4,6,6,6
38_65,5,6,6,6
85_72,3,2,6,6
67_64,6,5,4,6
46_61,6,2,5,6
54_13,3,6,1,6
53_60,4,1,6,6
30_56,5,2,6,6
47_55,4,6,6,6
38_59,5,5,6,6
86_47,3,2,6,6
70_67,6,2,2,6
40_66,3,2,6,6
76_14,1,6,1,6
61_29,3,1,6,6
2_33,5,4,6,6
12_58,2,6,5,6
44_66,2,1,6,6
58_64,3,2,6,6
59_65,4,1,6,6
49_58,4,4,6,6
55_72,2,2,6,6
70_64,3,2,6,6
64_53,4,3,6,6
98_59,2,1,6,6
59_25,2,2,6,6
40_63,6,5,6,6
68_55,4,2,6,6
62_18,6,2,4,6
92_58,3,1,6,6
80_41,1,1,6,6
68_24,1,5,6,6
73_31,1,1,6,6
58_72,2,4,6,6
43_58,6,4,5,6
34_55,5,5,6,6
37_54,6,2,6,6
62_39,2,2,6,6
77_66,1,1,6,6
34_58,4,4,6,6
67_28,3,5,6,6
71_44,1,2,6,6
61_61,6,3,2,6
88_40,2,2,6,6
51_11,2,3,6,6
38_9,5,5,6,6
52_51,3,5,6,6
59_63,1,5,6,6
71_38,1,4,6,6
70_45,1,1,6,6
16_61,3,3,6,6
65_46,5,4,6,6
84_34,3,3,6,6
70_63,3,1,6,6
66_41,1,5,6,6
62_46,3,5,6,6
26_87,3,1,6,6
96_65,3,2,6,6
63_61,1,2,6,6
57_68,3,1,6,6
73_50,1,1,6,6
46_66,2,5,6,6
25_85,2,1,6,6
19_83,1,1,6,6
77_46,2,1,6,6
77_41,1,2,6,6
10_57,2,6,3,6
15_65,2,4,6,6
58_26,4,3,6,6
65_64,1,6,4,6
44_70,2,1,6,6
10_62,1,3,6,6
100_74,1,1,6,6
44_67,2,1,6,6
71_52,4,2,6,6
76_29,2,3,6,6
59_77,4,2,6,6
60_50,1,2,6,6
91_59,1,1,6,6
69_43,2,3,6,6
3_42,1,4,6,6
30_2,2,1,6,6
65_35,1,1,6,6
84_57,2,2,6,6
84_88,1,1,6,6
82_41,2,1,6,6
72_65,1,6,3,6
82_36,2,1,6,6
26_4,1,5,6,6
34_7,1,1,6,6
10_50,3,6,6,6
68_56,1,2,6,6
63_13,1,6,2,6
47_11,1,6,1,6
64_56,1,2,6,6
44_0,1,2,6,6
71_0,1,3,6,6
38_0,1,3,6,6
17_68,7,1,2,7
63_50,6,3,7,7
76_48,7,2,7,7
50_66,4,3,7,7
53_16,4,7,7,7
67_29,1,5,7,7
27_65,4,3,7,7
51_54,6,2,7,7
59_49,5,2,7,7
56_42,7,3,6,7
28_3,1,7,3,7
44_55,6,5,7,7
68_48,7,3,5,7
60_48,4,4,7,7
47_61,5,2,7,7
31_61,7,2,5,7
73_48,7,1,5,7
12_55,4,6,7,7
17_66,4,1,7,7
76_57,3,1,7,7
41_57,7,2,6,7
20_2,7,3,3,7
7_48,2,4,7,7
54_60,3,7,5,7
71_62,7,3,7,7
49_48,7,2,7,7
62_44,5,3,7,7
56_44,5,7,5,7
61_54,4,5,7,7
57_49,7,2,4,7
71_48,5,1,7,7
72_53,3,3,7,7
7_49,2,3,7,7
66_32,7,3,5,7
72_51,7,2,3,7
52_66,7,3,2,7
60_42,3,6,7,7
50_25,6,5,7,7
66_33,3,3,7,7
57_44,7,6,6,7
64_54,4,1,7,7
22_78,7,1,7,7
69_52,5,5,7,7
67_60,4,3,7,7
29_68,7,1,7,7
66_58,7,4,4,7
52_48,7,4,7,7
70_38,7,3,7,7
54_57,7,7,5,7
72_52,7,1,6,7
69_19,3,1,7,7
54_55,4,5,7,7
70_26,5,3,7,7
53_54,7,4,7,7
53_55,4,3,7,7
61_36,3,3,7,7
39_50,7,1,6,7
19_65,2,2,7,7
56_23,7,5,7,7
52_59,7,1,1,7
4_43,4,3,7,7
54_22,7,6,5,7
68_42,3,5,7,7
32_5,1,7,4,7
31_65,7,2,5,7
7_46,5,4,7,7
42_2,1,1,7,7
53_53,7,2,6,7
61_52,7,3,2,7
53_24,4,3,7,7
40_10,7,3,4,7
42_51,6,7,7,7
63_66,2,5,7,7
8_47,3,5,7,7
20_79,6,1,7,7
66_51,5,2,7,7
69_31,5,4,7,7
66_34,7,4,4,7
75_51,1,3,7,7
2_39,4,1,7,7
56_39,4,3,7,7
31_63,7,1,4,7
63_53,7,4,4,7
51_45,6,7,7,7
59_18,5,2,7,7
58_17,3,3,7,7
53_70,4,4,7,7
73_60,2,5,7,7
44_63,4,3,7,7
56_70,7,3,4,7
57_25,4,2,7,7
74_52,5,3,7,7
5_42,5,5,7,7
56_47,6,4,7,7
50_59,7,2,7,7
56_57,7,2,4,7
63_39,5,7,6,7
78_39,2,1,7,7
76_50,7,1,6,7
35_55,7,5,5,7
58_56,4,4,7,7
30_66,7,1,6,7
72_55,4,3,7,7
51_62,5,3,7,7
64_25,2,2,7,7
55_52,7,7,4,7
35_54,7,4,5,7
61_41,3,6,7,7
46_53,7,3,5,7
38_57,7,6,4,7
76_59,5,1,7,7
55_15,3,3,7,7
41_60,7,3,3,7
58_42,7,2,4,7
34_54,6,5,7,7
85_45,3,1,7,7
21_2,4,7,5,7
43_68,7,3,6,7
68_43,3,5,7,7
72_26,7,3,6,7
63_48,7,4,3,7
64_30,4,2,7,7
49_60,7,2,5,7
28_70,2,2,7,7
34_61,7,1,7,7
57_51,7,6,6,7
35_57,5,4,7,7
75_40,3,1,7,7
82_61,3,2,7,7
60_57,3,3,7,7
65_60,4,4,7,7
54_53,6,2,7,7
56_18,2,1,7,7
43_14,6,7,7,7
93_45,2,5,7,7
62_34,7,4,3,7
76_32,1,4,7,7
51_23,5,4,7,7
79_26,7,1,2,7
53_52,6,4,7,7
63_59,6,5,7,7
56_52,7,3,7,7
84_72,7,2,1,7
65_53,5,4,7,7
56_64,7,3,2,7
45_64,7,4,2,7
29_1,1,6,7,7
95_67,3,1,7,7
43_59,3,6,7,7
14_56,3,5,7,7
56_26,5,3,7,7
38_76,4,7,2,7
78_41,1,1,7,7
48_60,7,2,5,7
31_66,7,1,1,7
43_60,7,1,6,7
36_56,7,2,5,7
36_60,7,2,4,7
66_38,7,3,4,7
32_56,5,2,7,7
50_48,4,7,6,7
73_52,7,3,6,7
76_53,3,3,7,7
30_65,7,1,7,7
63_41,3,5,7,7
95_66,1,2,7,7
57_20,6,2,7,7
57_23,2,6,7,7
54_45,6,7,7,7
30_71,4,1,7,7
29_74,4,1,7,7
65_39,4,3,7,7
50_16,7,5,7,7
52_53,6,7,4,7
58_57,7,7,2,7
46_14,3,7,5,7
55_23,7,5,7,7
26_84,4,2,7,7
82_63,1,2,7,7
2_32,3,7,6,7
60_40,7,3,5,7
6_46,1,7,5,7
77_45,2,3,7,7
48_62,5,5,7,7
66_43,3,3,7,7
6_53,2,3,7,7
16_70,3,1,7,7
73_57,3,2,7,7
25_3,1,7,5,7
73_35,2,1,7,7
46_75,7,1,4,7
94_75,1,1,7,7
87_70,4,1,7,7
70_51,3,1,7,7
78_48,5,2,7,7
64_37,3,3,7,7
70_47,3,1,7,7
13_56,3,5,7,7
74_32,3,2,7,7
63_23,2,1,7,7
16_63,7,1,5,7
72_67,1,7,4,7
26_82,1,1,7,7
43_63,7,3,5,7
39_11,2,5,7,7
54_59,4,4,7,7
36_62,4,4,7,7
60_38,3,5,7,7
69_53,3,3,7,7
70_42,3,1,7,7
30_63,5,2,7,7
44_61,7,1,5,7
25_79,2,1,7,7
56_56,2,2,7,7
69_64,6,2,7,7
68_31,1,3,7,7
56_58,6,2,7,7
52_69,5,2,7,7
59_52,4,3,7,7
39_70,2,1,7,7
50_18,6,6,7,7
35_64,3,1,7,7
49_53,7,4,6,7
39_57,1,2,7,7
70_49,7,4,5,7
61_63,1,2,7,7
50_21,7,3,7,7
56_65,4,2,7,7
77_52,3,2,7,7
61_22,5,2,7,7
27_5,5,3,7,7
71_64,3,1,7,7
40_69,4,2,7,7
55_50,7,1,4,7
45_60,3,3,7,7
66_53,3,3,7,7
23_85,2,1,7,7
73_38,3,2,7,7
2_37,2,4,7,7
46_64,5,5,7,7
8_51,3,5,7,7
66_65,3,3,7,7
9_49,4,7,7,7
42_64,3,3,7,7
7_45,1,6,7,7
47_12,4,2,7,7
80_35,1,3,7,7
53_57,5,7,7,7
60_54,3,3,7,7
64_24,1,3,7,7
83_91,2,1,7,7
55_18,5,5,7,7
27_73,3,1,7,7
35_65,2,3,7,7
90_56,1,3,7,7
6_45,1,7,7,7
60_15,1,4,7,7
51_60,2,5,7,7
22_2,7,4,3,7
66_35,2,1,7,7
65_41,3,1,7,7
38_69,3,2,7,7
40_12,2,7,5,7
63_65,2,1,7,7
6_47,4,3,7,7
52_60,2,7,6,7
37_60,4,4,7,7
54_52,2,6,7,7
58_49,2,1,7,7
44_11,1,3,7,7
57_54,3,6,7,7
57_29,5,3,7,7
23_82,1,1,7,7
27_1,2,4,7,7
84_53,3,2,7,7
31_73,2,1,7,7
78_74,2,1,7,7
37_8,2,3,7,7
50_13,1,2,7,7
72_23,1,2,7,7
74_37,1,2,7,7
34_6,1,4,7,7
80_70,1,1,7,7
39_8,1,1,7,7
86_74,2,1,7,7
73_33,1,1,7,7
15_61,1,5,7,7
42_66,1,2,7,7
56_19,1,2,7,7
58_53,2,3,7,7
13_61,1,1,7,7
42_11,1,3,7,7
85_31,1,1,7,7
44_13,1,4,7,7
67_0,1,7,2,7
62_0,1,2,7,7
21_78,5,1,8,8
65_70,8,3,2,8
59_27,5,2,8,8
43_13,5,8,7,8
50_55,8,7,8,8
20_76,6,2,8,8
58_52,4,1,8,8
17_61,5,2,8,8
53_40,7,6,8,8
36_55,8,4,6,8
62_30,2,1,8,8
29_65,4,1,8,8
59_26,7,3,8,8
70_36,3,2,8,8
45_14,6,8,5,8
72_60,1,4,8,8
33_8,5,8,8,8
69_57,5,1,8,8
66_39,8,2,7,8
56_63,5,2,8,8
57_69,1,2,8,8
57_14,1,8,2,8
63_47,6,3,8,8
42_54,7,8,8,8
51_38,5,5,8,8
65_56,4,2,8,8
57_19,6,4,8,8
85_66,1,3,8,8
56_21,3,2,8,8
48_17,8,4,7,8
27_67,5,1,8,8
57_24,8,3,7,8
69_44,6,3,8,8
65_44,8,3,2,8
66_49,6,5,8,8
56_14,5,2,8,8
50_51,4,8,6,8
30_4,1,8,6,8
59_28,7,3,8,8
48_19,5,6,8,8
45_55,3,1,8,8
65_29,3,3,8,8
54_28,5,5,8,8
64_45,6,7,8,8
43_55,4,2,8,8
61_39,5,5,8,8
41_14,8,6,8,8
50_58,8,4,5,8
57_58,7,2,8,8
29_56,8,2,8,8
59_38,6,6,8,8
40_61,4,4,8,8
54_51,8,1,7,8
29_60,7,2,8,8
51_46,6,6,8,8
61_18,5,3,8,8
71_36,4,5,8,8
54_58,5,4,8,8
50_43,6,8,7,8
29_67,4,1,8,8
57_45,4,5,8,8
64_49,8,3,8,8
34_9,7,8,6,8
64_75,4,1,8,8
59_58,8,4,5,8
12_53,1,7,8,8
60_56,8,6,7,8
14_60,2,5,8,8
75_55,4,4,8,8
58_32,6,1,8,8
46_58,4,3,8,8
14_54,2,4,8,8
72_47,5,2,8,8
63_45,6,1,8,8
69_49,5,2,8,8
64_60,6,3,8,8
0_27,8,3,5,8
68_37,3,4,8,8
56_31,3,7,8,8
54_67,8,1,3,8
34_57,8,3,5,8
55_31,4,6,8,8
14_57,1,8,5,8
63_30,8,2,7,8
59_29,3,3,8,8
58_58,8,5,4,8
61_48,8,5,8,8
74_42,2,1,8,8
69_38,4,1,8,8
70_33,3,5,8,8
58_39,6,3,8,8
81_35,4,1,8,8
60_31,8,5,8,8
48_54,8,3,8,8
68_53,4,3,8,8
64_47,6,4,8,8
26_70,8,1,6,8
29_72,8,1,4,8
61_33,5,6,8,8
34_60,8,1,7,8
54_23,7,4,8,8
52_56,7,6,8,8
69_54,5,3,8,8
1_28,3,7,8,8
86_53,2,1,8,8
49_67,8,4,2,8
48_59,5,4,8,8
37_11,4,8,6,8
5_39,3,6,8,8
61_58,8,4,3,8
49_57,7,4,8,8
74_26,5,1,8,8
47_54,6,5,8,8
62_37,4,2,8,8
54_64,8,1,6,8
32_6,2,8,2,8
56_51,5,3,8,8
43_53,5,6,8,8
49_55,3,2,8,8
40_60,4,4,8,8
59_33,6,5,8,8
55_19,6,3,8,8
42_15,5,2,8,8
63_24,4,4,8,8
58_48,4,4,8,8
69_34,1,3,8,8
57_62,6,3,8,8
55_57,6,2,8,8
16_64,3,2,8,8
60_61,8,1,6,8
51_52,8,2,7,8
11_59,2,2,8,8
46_15,5,8,4,8
40_9,1,4,8,8
70_43,4,4,8,8
28_68,8,3,8,8
65_54,8,2,2,8
27_61,4,4,8,8
64_21,8,1,4,8
30_72,3,1,8,8
47_52,8,4,8,8
66_31,3,1,8,8
63_52,6,6,8,8
65_28,2,3,8,8
47_16,8,3,8,8
69_26,5,5,8,8
28_73,6,1,8,8
62_66,8,2,3,8
18_74,3,1,8,8
50_45,8,5,6,8
56_48,8,7,6,8
21_80,3,1,8,8
30_54,5,6,8,8
49_17,4,5,8,8
80_49,3,2,8,8
50_53,6,7,8,8
71_57,2,2,8,8
56_28,3,2,8,8
32_57,4,6,8,8
43_62,3,4,8,8
60_34,5,8,6,8
35_7,4,4,8,8
11_54,1,8,4,8
1_30,2,6,8,8
65_48,5,1,8,8
65_38,8,4,7,8
78_38,5,4,8,8
72_59,4,2,8,8
50_67,1,1,8,8
62_43,5,7,8,8
59_44,7,4,8,8
40_57,2,4,8,8
18_61,3,4,8,8
94_56,3,2,8,8
47_58,4,2,8,8
67_43,6,2,8,8
88_60,3,1,8,8
58_38,4,4,8,8
67_53,3,2,8,8
35_74,8,2,3,8
50_56,4,2,8,8
67_35,3,4,8,8
60_27,4,6,8,8
66_25,4,1,8,8
4_42,3,7,8,8
35_52,8,4,8,8
51_49,7,8,8,8
67_41,4,2,8,8
51_53,6,5,8,8
61_43,3,4,8,8
53_26,4,8,6,8
87_76,4,4,8,8
48_50,5,4,8,8
18_70,5,1,8,8
53_13,5,2,8,8
39_69,3,5,8,8
51_64,2,3,8,8
71_33,3,1,8,8
39_62,8,3,5,8
59_50,3,3,8,8
16_62,2,3,8,8
75_42,1,5,8,8
79_51,4,1,8,8
42_57,8,4,6,8
62_47,3,3,8,8
65_45,4,2,8,8
82_52,4,4,8,8
69_63,5,3,8,8
1_32,3,8,6,8
58_22,7,8,7,8
71_51,3,3,8,8
51_17,4,3,8,8
10_51,3,8,6,8
64_42,4,6,8,8
66_37,3,4,8,8
51_58,6,3,8,8
78_60,4,2,8,8
64_51,2,5,8,8
60_41,4,7,8,8
39_7,3,3,8,8
76_70,2,2,8,8
48_13,3,8,4,8
69_35,2,1,8,8
56_24,4,8,8,8
61_27,4,5,8,8
64_62,3,2,8,8
73_54,4,2,8,8
67_55,3,5,8,8
28_5,2,8,5,8
25_80,1,1,8,8
72_50,2,1,8,8
17_65,3,1,8,8
66_22,2,2,8,8
15_66,1,1,8,8
28_2,2,1,8,8
62_19,1,6,8,8
24_4,1,7,8,8
19_70,4,1,8,8
25_2,1,8,3,8
13_54,3,8,6,8
64_17,1,1,8,8
72_68,1,3,8,8
69_30,1,3,8,8
75_46,2,2,8,8
5_43,1,1,8,8
18_1,1,8,5,8
68_23,3,3,8,8
47_51,4,8,5,8
43_11,1,6,8,8
19_80,1,1,8,8
46_0,2,8,4,8
37_0,1,8,6,8
52_0,2,8,2,8
52_23,7,6,9,9
53_46,6,3,9,9
43_51,7,5,9,9
67_42,6,1,9,9
76_55,4,1,9,9
57_40,8,4,9,9
47_47,7,6,9,9
68_41,9,2,6,9
53_18,9,3,6,9
55_54,4,3,9,9
71_53,4,6,9,9
62_36,4,2,9,9
30_61,7,1,9,9
58_30,4,4,9,9
52_20,4,3,9,9
63_37,6,1,9,9
39_13,9,9,8,9
88_32,3,1,9,9
