neuron_fafb,neuron_banc,neuron_mcns
720575940607874816,720575941408788608,20861
720575940608702464,720575941404913280,26044
720575940624434688,720575941444074880,12381
720575940605328896,720575941463918592,25535
720575940621352576,720575941433860096,40356
720575940622138624,720575941652006912,13141
720575940620012288,720575941513120384,22158
720575940605200512,720575941408824448,32629
720575940618941056,720575941446483968,62671
720575940616359168,720575941549469312,33967
720575940603235456,720575941390135040,22889
720575940614132096,720575941436293888,18518
720575940606933632,720575941441863296,28328
720575940603795072,720575941452152960,25064
720575940624997632,720575941408270336,14999
720575940617539328,720575941491446656,18842
720575940613193984,720575941459169408,40998
720575940617451264,720575941523215616,11717
720575940604808704,720575941439463936,17875
720575940605361792,720575941427725440,80342
720575940608683520,720575941580155136,35645
720575940609915264,720575941429095424,40556
720575940605928064,720575941437693952,58314
720575940619048320,720575941486123648,42768
720575940627667584,720575941438725888,16085
720575940610357504,720575941480494464,16312
720575940609540992,720575941472073984,34727
720575940613311104,720575941406966400,20738
720575940612733312,720575941478687104,29527
720575940623460352,720575941566103424,53357
720575940606078080,720575941457932672,29424
720575940610041088,720575941478581888,50869
720575940613516288,720575941351912704,23967
720575940610382464,720575941390684288,27484
720575940604056576,720575941482278144,13195
720575940628115712,720575941548012032,936611
720575940614061824,720575941412749440,33826
720575940605984768,720575941351902208,26542
720575940608713984,720575941496981888,18096
720575940610103936,720575941407972352,52227
720575940607787136,720575941455899136,45468
720575940614664448,720575941464112512,13974
720575940606101376,720575941503455488,17894
720575940609930240,720575941437157632,13019
720575940605676672,720575941408050688,43786
720575940627354240,720575941438672640,18805
720575940620565120,720575941529314560,28076
720575940606108288,720575941441961984,20890
720575940608343936,720575941403816320,33724
720575940626022784,720575941451936128,73611
720575940604747904,720575941449795200,59926
720575940605494400,720575941439173248,26313
720575940613409152,720575941416834304,23662
720575940615733376,720575941551414144,34464
720575940615394560,720575941352800000,22172
720575940605877760,720575941403097984,16256
720575940613006336,720575941407795072,32847
720575940606698368,720575941459559808,20369
720575940614188160,720575941437425920,11418
720575940621464320,720575941404816768,65494
720575940628549888,720575941462793088,19880
720575940616166912,720575941498287744,33856
720575940609147648,720575941400574976,55472
720575940615587328,720575941480922240,27202
720575940610460416,720575941481294976,17741
720575940603279616,720575941400730624,20663
720575940605140096,720575941401838592,27933
720575940607142016,720575941480374272,24602
720575940618775936,720575941474630400,24891
720575940610770176,720575941353126912,19389
720575940613422848,720575941390724224,22051
720575940614924928,720575941513393024,42121
720575940620802560,720575941408201600,62397
720575940614057728,720575941489679104,39225
720575940606129536,720575941353006848,15327
720575940610465920,720575941414602880,22857
720575940623036672,720575941447863040,18828
720575940604930432,720575941457271296,30860
720575940611548288,720575941482588672,29275
720575940607480320,720575941546646144,19573
720575940614476928,720575941436895232,38551
720575940629523712,720575941450919808,11890
720575940607912960,720575941392715008,33287
720575940612191360,720575941464281344,12967
720575940616872320,720575941487810048,26933
720575940610334848,720575941456308864,28430
720575940603766400,720575941492822144,19182
720575940605158528,720575941414464640,25734
720575940615613824,720575941437613440,33987
720575940603895552,720575941452594176,18668
720575940629829248,720575941430498816,36463
720575940610708992,720575941436765696,27644
720575940625914496,720575941440448128,70314
720575940629921536,720575941412647808,21382
720575940610112384,720575941471495552,28839
720575940612018816,720575941476034048,24347
720575940613627520,720575941401760768,40171
720575940619164800,720575941439196928,31075
720575940605060992,720575941406411648,18030
720575940610269568,720575941468238080,34830
720575940617765376,720575941471325312,20028
720575940625869312,720575941441757056,14432
720575940611813376,720575941540569216,25561
720575940618007936,720575941573468672,42109
720575940614881152,720575941536214784,25461
720575940611726848,720575941431640320,29667
720575940605165056,720575941351629056,34141
720575940620095616,720575941463953152,20386
720575940611780992,720575941401204480,18952
720575940611028352,720575941430260736,87590
720575940616186496,720575941480596608,24752
720575940624049152,720575941438438912,35455
720575940608756608,720575941438772992,29492
720575940612049920,720575941440240384,20157
720575940605105664,720575941435784960,20429
720575940625115264,720575941392460928,41366
720575940613657600,720575941429235072,64227
720575940621371520,720575941411630976,31570
720575940605292416,720575941402091008,21987
720575940615673728,720575941539238656,33587
720575940608701184,720575941413523584,24968
720575940605950464,720575941410792576,15677
720575940626885120,720575941433415168,16037
720575940605809536,720575941411670912,22420
720575940605722752,720575941408634624,30971
720575940613845504,720575941519507712,20439
720575940611419648,720575941448047104,26370
720575940610450432,720575941350354176,27520
720575940612766336,720575941450532736,34307
720575940604908672,720575941432861056,23818
720575940612315648,720575941413566720,30366
720575940631544064,720575941460105984,29656
720575940612211200,720575941391645824,18703
720575940612333440,720575941431388800,25152
720575940631678080,720575941453027200,49305
720575940607204352,720575941427908736,28920
720575940626435712,720575941543164416,14231
720575940605691264,720575941449616256,32344
720575940612413568,720575941475369472,17751
720575940632028800,720575941542876928,11857
720575940614107264,720575941449293952,26645
720575940617381504,720575941456032512,37699
720575940605845760,720575941474885120,19700
720575940612444288,720575941504045952,28099
720575940608186368,720575941430442496,29819
720575940609850496,720575941448034560,32268
720575940610202624,720575941471146112,19704
720575940612734464,720575941525730816,21252
720575940604781184,720575941412676480,29706
720575940608212992,720575941687671680,43660
720575940605381504,720575941414476160,24745
720575940605256704,720575941429463808,20258
720575940616233472,720575941412433280,11999
720575940613707392,720575941483838336,17101
720575940603886848,720575941447693824,19165
720575940606711168,720575941392681472,15560
720575940623428224,720575941512808320,29439
720575940608559232,720575941437948416,33384
720575940604973824,720575941459323520,15651
720575940604278656,720575941414681728,37319
720575940624039168,720575941472929920,27820
720575940610165248,720575941412404608,22602
720575940630247680,720575941405317504,32054
720575940607891456,720575941403135360,27972
720575940621142400,720575941461224192,28654
720575940611539840,720575941431283072,14020
720575940613364352,720575941459513856,20199
720575940606062464,720575941440543872,25036
720575940614777216,720575941569373184,49250
720575940605651584,720575941415473408,24681
720575940604094208,720575941556335616,19072
720575940613676928,720575941405724672,35888
720575940604830464,720575941390671744,34586
720575940621448832,720575941546654848,17174
720575940612661120,720575941446978432,12630
720575940603956864,720575941474986112,19952
720575940624003968,720575941412567936,18833
720575940614578304,720575941390280448,23157
720575940600322944,720575941351169024,25417
720575940635168384,720575941448067328,25649
720575940614723200,720575941471740160,21261
720575940605185920,720575941432771968,40850
720575940618576256,720575941540237440,37323
720575940603453312,720575941439351936,68867
720575940603479936,720575941351686144,68161
720575940606123904,720575941430994816,25125
720575940615923968,720575941533607296,14029
720575940613650176,720575941568768512,29847
720575940615837184,720575941392316672,21157
720575940624294016,720575941391029376,24119
720575940604907648,720575941435309696,23819
720575940608884992,720575941431817856,808258
720575940603676416,720575941352943872,35370
720575940608927488,720575941667205504,21782
720575940613299200,720575941560719744,82017
720575940629289216,720575941553751424,52255
720575940612143104,720575941499848832,43968
720575940623017984,720575941589297024,18305
720575940615543808,720575941503294976,19871
720575940636425856,720575941453022336,37438
720575940622684288,720575941461855744,14882
720575940603372416,720575941427006080,21476
720575940616527616,720575941496132096,14269
720575940636890240,720575941413016704,20553
720575940620228224,720575941474562304,14963
720575940607256320,720575941451429248,26668
720575940608457472,720575941447163264,35533
720575940613800448,720575941440576640,15604
720575940607451648,720575941456171520,19763
720575940614284544,720575941439740928,14941
720575940606626944,720575941497792384,23836
720575940612187008,720575941400207872,27219
720575940603495296,720575941431199232,28733
720575940605682816,720575941434734976,46071
720575940607828608,720575941539700608,46711
720575940612929664,720575941353136640,41870
720575940624676096,720575941475322368,102695
720575940612224512,720575941399380480,29002
720575940614099200,720575941515461120,30440
720575940611552384,720575941514086400,17081
720575940607054208,720575941390279936,45536
720575940603590272,720575941485371008,39038
720575940608279808,720575941411580800,19661
720575940609102592,720575941404873344,25187
720575940611607808,720575941458940416,14097
720575940606483712,720575941482785024,14451
720575940604992512,720575941427952256,26413
720575940611061504,720575941457317376,34103
720575940610895872,720575941441762432,26398
720575940618988928,720575941429566848,16054
720575940606636160,720575941352946688,28380
720575940614121216,720575941504549888,35060
720575940610453120,720575941353113088,34340
720575940641440512,720575941498438912,69674
720575940610989952,720575941432816128,15294
720575940601423616,720575941416701952,46224
720575940617601536,720575941433202432,31659
720575940605355776,720575941474117248,32947
720575940620202240,720575941489076224,22505
720575940612802048,720575941391792384,26964
720575940607131136,720575941391968128,22635
720575940607764736,720575941392518912,62846
720575940611482752,720575941428699520,26515
720575940610918400,720575941572608896,31565
720575940610236800,720575941401456896,36420
720575940606345088,720575941436853248,17710
720575940608185984,720575941390672768,17895
720575940614403968,720575941408178176,14815
720575940611567616,720575941410007424,22217
720575940609342080,720575941416780800,17606
720575940610701056,720575941432555520,24598
720575940606131072,720575941353314560,25547
720575940619273088,720575941443626368,55512
720575940605636992,720575941426412416,24054
720575940616425472,720575941474983168,15336
720575940603530496,720575941401613056,22081
720575940608344704,720575941403032192,36351
720575940615613440,720575941447737216,46674
720575940615520128,720575941431873152,18490
720575940612029056,720575941411561344,44171
720575940619302016,720575941438931584,44818
720575940621114624,720575941498483456,46765
720575940619964672,720575941486607360,27978
720575940604119808,720575941352155904,15115
720575940605421696,720575941432961536,15211
720575940612087552,720575941439776768,33878
720575940605604736,720575941485185536,55995
720575940606162304,720575941392900864,27111
720575940618103552,720575941353081600,19166
720575940608886784,720575941408833792,27106
720575940607204736,720575941478399488,58033
720575940613074560,720575941555666560,15241
720575940604479616,720575941392953344,22462
720575940611094528,720575941431846272,24258
720575940605328256,720575941432830848,18562
720575940604395648,720575941588445568,21366
720575940613645568,720575941353092608,26534
720575940608931840,720575941393704320,27502
720575940614360960,720575941352941312,37603
720575940612294656,720575941401338368,32090
720575940623478272,720575941468724224,22366
720575940611618048,720575941433141248,13013
720575940630650880,720575941545900160,53504
720575940608716544,720575941436077824,19049
720575940604196096,720575941408534272,19611
720575940608039680,720575941391465984,29470
720575940608235520,720575941493805824,15793
720575940605056640,720575941468776192,16842
720575940603580928,720575941352617728,34670
720575940607574016,720575941439896704,32477
720575940620004480,720575941529775360,12207
720575940616392832,720575941458905088,511989
720575940618934400,720575941412565632,26532
720575940608760064,720575941392922112,17015
720575940611157504,720575941430058624,32483
720575940605531776,720575941447786624,33849
720575940605842176,720575941412232320,25869
720575940613326720,720575941530049152,48392
720575940602380800,720575941459272832,16247
720575940607287296,720575941507394176,11818
720575940605287296,720575941407932928,44446
720575940607919488,720575941458783616,32379
720575940634492416,720575941560868608,25022
720575940623600640,720575941433319424,19919
720575940627739520,720575941538462848,548692
720575940605842944,720575941458458624,20056
720575940619837824,720575941404452736,23088
720575940608343552,720575941443216256,23858
720575940607309568,720575941411422848,28957
720575940644204800,720575941624341120,40705
720575940615258240,720575941507288832,24117
720575940607865472,720575941415481344,41996
720575940622861568,720575941445111936,43955
720575940616905728,720575941411070080,13193
720575940609657088,720575941517162112,44304
720575940604993792,720575941408480640,25880
720575940605360768,720575941413245056,23239
720575940615650048,720575941491334400,13573
720575940609545472,720575941412858496,20895
720575940612933632,720575941433841920,30032
720575940605128320,720575941392332544,49484
720575940606908800,720575941412612736,61848
720575940606550656,720575941405843072,23233
720575940611814016,720575941479673600,21905
720575940614833024,720575941351407616,31128
720575940609489024,720575941413914624,22167
720575940606153216,720575941427779200,25414
720575940610347008,720575941409197952,14131
720575940612225664,720575941391038464,19739
720575940606111488,720575941411572864,15528
720575940625777536,720575941507385600,35491
720575940613360512,720575941450858624,18773
720575940615958144,720575941435514496,14496
720575940605566080,720575941414026496,22195
720575940606732032,720575941431806976,17641
720575940612947584,720575941480353536,38744
720575940616036480,720575941450552448,25791
720575940605890560,720575941409903488,22297
720575940608048896,720575941490315520,48781
720575940601412352,720575941438723200,26429
720575940607580544,720575941504630016,26698
720575940652564736,720575941483102848,44399
720575940605177472,720575941461998592,23666
720575940610080000,720575941405232768,43777
720575940617871616,720575941441320960,17449
720575940612580736,720575941450588288,23727
720575940620260864,720575941426616192,17865
720575940607060352,720575941392160000,60664
720575940607898240,720575941402307328,16414
720575940613489536,720575941459436544,33791
720575940619695360,720575941502558208,31470
720575940611784704,720575941596925440,21376
720575940607225600,720575941477592704,25614
720575940622897664,720575941414231680,40527
720575940605322368,720575941474495488,54709
720575940621853568,720575941435669504,28365
720575940604510848,720575941490785664,17384
720575940621337344,720575941428444032,33677
720575940613098880,720575941403021696,20070
720575940614257792,720575941392903680,27602
720575940605637760,720575941491392512,54211
720575940605101696,720575941353338624,55563
720575940613170560,720575941491187712,16922
720575940604268928,720575941474022912,27057
720575940612880512,720575941407981696,26221
720575940616074752,720575941414483584,34526
720575940603489792,720575941408667520,34164
720575940611628672,720575941392577280,26885
720575940605394304,720575941430415872,26043
720575940609238016,720575941408494208,41065
720575940613385856,720575941402058624,18466
720575940605395200,720575941392492800,18322
720575940612907648,720575941501815552,18104
720575940612027264,720575941393693312,26804
720575940604163712,720575941416982016,36273
720575940601736192,720575941412310912,32319
720575940607876864,720575941410021248,29617
720575940611357440,720575941441856128,11147
720575940605726336,720575941412089728,73164
720575940607582720,720575941406593024,17687
720575940618382592,720575941513302656,48234
720575940605199616,720575941414784512,42565
720575940604033664,720575941392478464,24614
720575940612972672,720575941569199360,14967
720575940624510720,720575941425022592,26465
720575940605637888,720575941399948032,25158
720575940615214976,720575941353395968,16017
720575940606352000,720575941406674432,11442
720575940619590656,720575941441066112,27868
720575940606891008,720575941432722560,43963
720575940604553088,720575941404662912,37988
720575940606453760,720575941405771648,24795
720575940621059072,720575941440764544,33730
720575940610903808,720575941502698112,13979
720575940606914176,720575941353177856,40217
720575940614571264,720575941410337664,16561
720575940606537088,720575941477442048,41194
720575940605703424,720575941411051648,35472
720575940605496832,720575941393798528,43192
720575940623458304,720575941479851648,29601
720575940609662592,720575941445087360,30153
720575940609351936,720575941403123072,27941
720575940606274560,720575941353286656,32795
720575940603452416,720575941432388992,38016
720575940609706752,720575941439804672,32392
720575940610455808,720575941479887232,34581
720575940617358080,720575941437543552,26972
720575940653663872,720575941470943616,18249
720575940616576512,720575941691347328,44341
720575940605858816,720575941401067008,19648
720575940615545344,720575941452820608,21154
720575940607482624,720575941432141184,15702
720575940610348800,720575941438588160,32939
720575940612382208,720575941428144000,45777
720575940618283520,720575941469896192,70593
720575940607798400,720575941408777472,14056
720575940611807616,720575941458849536,21116
720575940616725632,720575941434878464,29970
720575940605756032,720575941451841920,12898
720575940621752704,720575941563820672,24143
720575940604125952,720575941393723008,29440
720575940604404480,720575941391151616,39062
720575940609868288,720575941450924672,24277
720575940610269312,720575941412912000,23696
720575940626170368,720575941439821952,37740
720575940617830528,720575941631666688,29914
720575940615621504,720575941478955136,51992
720575940613532544,720575941536268800,70883
720575940609681792,720575941439596032,14997
720575940612945280,720575941412230528,46004
720575940612672896,720575941409918848,46029
720575940610494464,720575941469279488,12398
720575940611318144,720575941431419392,28317
720575940616389760,720575941460258560,26842
720575940611384320,720575941477267584,46522
720575940610703360,720575941459221632,39875
720575940607772288,720575941436759040,21805
720575940605278592,720575941440458368,46794
720575940616367232,720575941503805952,16584
720575940608512128,720575941446169600,27863
720575940606921984,720575941515257216,18847
720575940609347200,720575941415177600,24180
720575940607853312,720575941493545088,26869
720575940618025728,720575941471064320,51632
720575940607941760,720575941414569600,14703
720575940607259904,720575941408758400,21356
720575940611290112,720575941450748288,46591
720575940604970368,720575941429392768,31155
720575940613149440,720575941431627264,10370
720575940612721536,720575941556490496,39710
720575940619100672,720575941408174592,48844
720575940611566208,720575941350419968,33237
720575940605804416,720575941426661504,20800
720575940619651840,720575941503644288,26362
720575940620448384,720575941404505728,26159
720575940620297344,720575941495599488,18786
720575940610505856,720575941431421056,30919
720575940617425536,720575941588762496,11884
720575940606410112,720575941432370432,34282
720575940616103168,720575941568289408,16780
720575940606758016,720575941412531328,13239
720575940609423232,720575941450204544,70254
720575940625885568,720575941602398336,41710
720575940606794624,720575941353089280,37784
720575940606670848,720575941429265408,18389
720575940611991040,720575941493623680,22586
720575940613390592,720575941514451840,78103
720575940604372096,720575941450360192,28059
720575940606711296,720575941434819584,98079
720575940609401216,720575941412581504,32756
720575940607055104,720575941440732544,21058
720575940616258688,720575941450338432,17929
720575940604926208,720575941409386368,102794
720575940615441024,720575941416251392,26580
720575940612142080,720575941436669952,14237
720575940616962944,720575941479964288,15711
720575940611788928,720575941412824704,17498
720575940624688384,720575941414474624,23587
720575940608157312,720575941456086272,28607
720575940616992512,720575941392885248,23785
720575940603587456,720575941447822208,47300
720575940622085248,720575941477818112,38279
720575940619159296,720575941447776000,15900
720575940611591936,720575941430524032,26903
720575940615199360,720575941431300736,13250
720575940609533440,720575941480479616,31107
720575940613424640,720575941531416064,22108
720575940626793344,720575941462736768,14053
720575940622338176,720575941393064576,61021
720575940606489472,720575941405008000,15841
720575940614646656,720575941432525312,29410
720575940623525760,720575941527085184,16533
720575940605177088,720575941417077504,57014
720575940607924608,720575941463750656,74874
720575940605330944,720575941452077696,12096
720575940608230144,720575941409118592,29648
720575940615025152,720575941416143360,15679
720575940613412480,720575941504320640,38475
720575940615952256,720575941478488192,45368
720575940602534144,720575941408491648,109224
720575940623775360,720575941439641344,27002
720575940615611776,720575941503790592,519859
720575940620613376,720575941435422592,21390
720575940611496576,720575941518275328,40240
720575940605450880,720575941476134656,21172
720575940608666368,720575941477297664,42236
720575940608605696,720575941480572672,74471
720575940611614080,720575941564730368,12850
720575940612332800,720575941460336768,37966
720575940607983360,720575941456588032,27060
720575940616058112,720575941532520832,14553
720575940620307840,720575941404727936,25780
720575940608492800,720575941602940416,20601
720575940616168192,720575941486751232,32570
720575940618405632,720575941482328320,17872
720575940615291008,720575941490473216,29555
720575940627570560,720575941393557120,27663
720575940604504704,720575941430064000,25469
720575940614235264,720575941352818176,35786
720575940617240960,720575941430002816,21365
720575940614282240,720575941442377088,20421
720575940616060032,720575941480287872,44782
720575940617063680,720575941472838912,16946
720575940610231040,720575941426404736,43211
720575940614908160,720575941511197440,26299
720575940604370560,720575941457088384,24583
720575940604685568,720575941392658560,51884
720575940623737472,720575941411944320,20835
720575940609496320,720575941433438208,16196
720575940614305280,720575941406516480,55818
720575940618220672,720575941429026688,18885
720575940605043072,720575941572372480,29976
720575940608190976,720575941474584832,35955
720575940614281984,720575941437649664,22672
720575940607987328,720575941441423488,26426
720575940618282624,720575941407978624,43665
720575940615286016,720575941432407808,17532
720575940611527936,720575941461908480,59649
720575940611852288,720575941393091968,21731
720575940613207424,720575941461900288,32955
720575940616829056,720575941407663488,56957
720575940610097664,720575941408310528,27101
720575940607209856,720575941399163648,30504
720575940609970944,720575941408567680,12783
720575940611821312,720575941481976832,22393
720575940610148096,720575941551828992,15234
720575940611597696,720575941529089152,35555
720575940614144768,720575941534912384,46870
720575940614330240,720575941436991488,13560
720575940605641856,720575941429535744,15514
720575940604212864,720575941401686528,13914
720575940608026496,720575941477010688,32946
720575940611586176,720575941438726656,46868
720575940609585280,720575941350526464,79440
720575940615261440,720575941578717824,14347
720575940609308160,720575941393154304,25264
720575940605545472,720575941458816000,17475
720575940618225280,720575941411229824,13016
720575940609295104,720575941391932288,28461
720575940608455936,720575941431935488,20627
720575940609024512,720575941448087808,20389
720575940614884992,720575941452875648,23178
720575940616985984,720575941507431296,45144
720575940612309632,720575941466543872,15386
720575940614722560,720575941453542528,11957
720575940610910336,720575941512451968,23344
720575940606851712,720575941407174912,22214
720575940609030784,720575941450270848,30466
720575940604247424,720575941392970880,34494
720575940608357760,720575941437628160,16125
720575940626718720,720575941457678592,33286
7.20575940614e+17,720575941467724032,26611
720575940605654656,720575941408767872,25024
720575940620633856,720575941547544576,27743
720575940611555968,720575941580471168,34058
720575940623595648,720575941481947776,50066
720575940626417408,720575941411468416,26332
720575940611138048,720575941407451648,24040
720575940616328064,720575941474725632,48697
720575940611091328,720575941529790592,25021
720575940605916928,720575941401095168,41716
720575940607030656,720575941413004160,20817
720575940606461184,720575941520017280,34065
720575940610355840,720575941445392128,18615
720575940612646912,720575941482713344,37308
720575940611291264,720575941469745920,16439
720575940611498752,720575941408532352,18405
720575940611764096,720575941430579584,39913
720575940609109632,720575941447852288,25256
720575940607748352,720575941404162176,33161
720575940607731328,720575941451775872,51743
720575940609860736,720575941432293120,25127
720575940616712320,720575941493577600,45041
720575940617541248,720575941417131776,43828
720575940616311040,720575941450827392,31336
720575940608585728,720575941478667648,42107
720575940618273792,720575941458329088,28948
720575940603827584,720575941566051072,48343
720575940609459712,720575941477335552,24923
720575940614580096,720575941432002560,28336
720575940607814528,720575941352774400,34868
720575940620640128,720575941533278720,22590
720575940611197568,720575941436773120,42302
720575940612895744,720575941408654336,42043
720575940613837696,720575941473573760,20289
720575940618373760,720575941474419968,24724
720575940608249984,720575941510845696,15130
720575940609375104,720575941503596160,33545
720575940603977088,720575941390733952,18105
720575940612498304,720575941505673600,15805
720575940607736576,720575941393623936,24958
720575940618652160,720575941438881280,17098
720575940613009536,720575941449876352,27021
720575940614435712,720575941567028864,17708
720575940610754176,720575941425757568,14153
720575940607838464,720575941437601536,39777
720575940617811968,720575941462784640,16443
720575940611469056,720575941425858432,48756
720575940621738624,720575941629456640,47935
720575940611871360,720575941466509952,20320
720575940615136000,720575941494052992,17639
720575940612617472,720575941521236864,19455
720575940634667392,720575941511712768,77560
720575940604889216,720575941402059648,27795
720575940616219904,720575941436174336,21784
720575940605321728,720575941533962112,33864
720575940607152384,720575941458437888,23611
720575940627553920,720575941430845440,24396
720575940612940288,720575941458653824,17655
720575940608490496,720575941453167488,36061
720575940608616960,720575941431220480,16709
720575940622878720,720575941537719040,44250
720575940614527232,720575941439436160,16601
720575940605888640,720575941390308224,32092
720575940608956160,720575941481021824,19586
720575940613278208,720575941482330368,26985
720575940626745600,720575941631243904,39687
720575940605855744,720575941424935552,12836
720575940610803840,720575941412831104,26841
720575940612526848,720575941550455936,23643
720575940615449088,720575941521821824,29046
720575940605016320,720575941447048064,23452
720575940614550784,720575941450158720,15568
720575940609666560,720575941471396992,19805
720575940619173504,720575941513181568,23001
720575940626989824,720575941516196096,21192
720575940609973632,720575941416681216,35464
720575940611428736,720575941441808000,18863
720575940605838592,720575941405878400,20470
720575940609537280,720575941496640128,76057
720575940612507904,720575941434914944,41961
720575940603899904,720575941427890048,16836
720575940605345536,720575941407908992,44740
720575940604590336,720575941414985600,14790
720575940620223232,720575941460526208,33478
720575940611553152,720575941483701248,11786
720575940617836544,720575941425134464,20831
720575940607310464,720575941456801536,20046
720575940605587584,720575941414273920,47041
720575940613191296,720575941353067008,16863
720575940612359296,720575941461665024,38136
720575940609294336,720575941350531328,35193
720575940605927936,720575941430579968,19673
720575940606733696,720575941502890624,28037
720575940613439104,720575941498522752,46032
720575940615341952,720575941352919808,18471
720575940604585728,720575941440818688,20839
720575940614061440,720575941410659456,10505
720575940610413312,720575941406848384,37517
720575940610099584,720575941471395712,26920
720575940609830912,720575941475991296,14711
720575940612390912,720575941469007872,20477
720575940606849536,720575941478524032,37572
720575940621675648,720575941456315008,30115
720575940604565376,720575941431443456,15277
720575940609268480,720575941485181184,22799
720575940603731200,720575941417035520,14027
720575940608055552,720575941438816384,64193
720575940616363520,720575941414122880,14457
720575940619121920,720575941431742976,13039
720575940608620032,720575941438658048,17141
720575940605421440,720575941451607936,11759
720575940611988992,720575941406036480,24153
720575940618445568,720575941459424384,32480
720575940625151488,720575941408380672,24927
720575940605042560,720575941471932672,53307
720575940611610624,720575941535386880,35769
720575940603720320,720575941507597440,20946
720575940611398656,720575941487800320,18467
720575940632954880,720575941634213248,65944
720575940604304768,720575941403058816,26731
720575940609496704,720575941353112064,14274
720575940609154048,720575941436728576,40805
720575940623156736,720575941506597504,19640
720575940609246208,720575941413255552,37256
720575940609165056,720575941432436736,52557
720575940611329280,720575941431484544,25240
720575940606684800,720575941430108800,15251
720575940605947520,720575941480441344,24315
720575940620472192,720575941590314496,35547
720575940608152704,720575941482774144,16979
720575940628238720,720575941431093760,17304
720575940608710016,720575941431248256,58016
720575940618599424,720575941467829504,16899
720575940624061056,720575941428434048,48986
720575940609192704,720575941392067584,55729
720575940605747584,720575941400029184,49035
720575940606933120,720575941452985600,36296
720575940606010240,720575941408212992,34133
720575940612621184,720575941481362304,31293
720575940605885952,720575941529362816,24712
720575940605245952,720575941504691968,23308
720575940621159296,720575941447251072,29905
720575940614511232,720575941494987008,23962
720575940613675776,720575941458253184,27757
720575940613739648,720575941431832960,31789
720575940605300096,720575941440443776,32125
720575940605271424,720575941460427904,35189
720575940617222272,720575941592855040,31365
720575940613467776,720575941411378816,16229
720575940616158080,720575941436035072,28938
720575940620720640,720575941458818560,28841
720575940609874944,720575941406603008,23749
720575940611091840,720575941430263680,25833
720575940605115392,720575941391857792,27260
720575940611152512,720575941401079808,12911
720575940612916352,720575941456925184,23628
720575940606612608,720575941491068672,20529
720575940616016000,720575941535103616,28113
720575940623582080,720575941448186624,27115
720575940613757696,720575941438707456,15482
720575940612403840,720575941391873536,15357
720575940606672768,720575941408754304,16901
720575940623566720,720575941402168576,18727
720575940605464192,720575941408996480,14636
720575940610423296,720575941507710464,11391
720575940615193088,720575941432560000,18010
720575940623227648,720575941486873856,67685
720575940632401280,720575941616539136,15451
720575940622341376,720575941560638848,22148
720575940613518080,720575941462127872,21971
720575940605727104,720575941513876480,23518
720575940615228672,720575941416827648,22318
720575940609766656,720575941458778240,64534
720575940602120960,720575941570172672,539787
720575940604731776,720575941439676928,16873
720575940607607168,720575941437979136,16886
720575940624711552,720575941527182336,25575
720575940634694912,720575941498652672,29125
720575940615104896,720575941573613184,21853
720575940607828480,720575941414541184,23817
720575940611611008,720575941516219904,20178
720575940614359040,720575941525735936,28837
720575940614649600,720575941408083328,67032
720575940603962240,720575941518742144,31546
720575940606216960,720575941652546816,11966
720575940612369920,720575941408507520,23227
720575940603917184,720575941454174720,34146
720575940608170240,720575941414720384,16590
720575940624154752,720575941572726144,43122
720575940618240128,720575941429746944,38789
720575940608406784,720575941432410624,54051
720575940605580032,720575941470736128,25637
720575940622958080,720575941429472000,28424
720575940609557760,720575941403907712,35952
720575940621994240,720575941413451904,20569
720575940610230784,720575941530093440,12406
720575940632723968,720575941559953536,14916
720575940607348992,720575941578858624,18788
720575940610188288,720575941467529728,40287
720575940607516416,720575941392149120,25239
720575940606446720,720575941536065792,26380
720575940626343296,720575941477884800,78393
720575940605618688,720575941392737152,35128
720575940605309952,720575941429405568,23904
720575940616766336,720575941441642368,21291
720575940611321856,720575941456644608,17615
720575940604120960,720575941500196736,37744
720575940611962240,720575941486801280,57258
720575940604150528,720575941438454272,21278
720575940606015104,720575941543215872,15694
720575940629941248,720575941453853312,19866
720575940636662912,720575941553711232,18353
720575940612169600,720575941444917888,28428
720575940627051392,720575941413870464,42285
720575940618093440,720575941466838144,14206
720575940614308992,720575941441333120,21582
720575940617031424,720575941472077824,18214
720575940615421440,720575941498429568,17001
720575940611182592,720575941447873920,11212
720575940610310400,720575941467861760,21022
720575940608581248,720575941390885632,66969
720575940617843584,720575941438665728,34000
720575940615217664,720575941507953920,31297
720575940612429696,720575941439834752,542982
720575940631241728,720575941438474496,23638
720575940616688896,720575941689741184,19540
720575940611014016,720575941427843712,49395
720575940618153600,720575941486968320,34109
720575940637033216,720575941515473792,20712
720575940606001536,720575941441523584,28404
720575940624905472,720575941526502400,39837
720575940614412416,720575941439865728,27298
720575940605039616,720575941441905792,25139
720575940613526272,720575941414763392,41241
720575940627816320,720575941512405376,20203
720575940610504448,720575941408782976,16911
720575940614577024,720575941595021696,32027
720575940615597696,720575941436598784,31304
720575940615967360,720575941463354624,26785
720575940607197824,720575941555226368,22270
720575940608153472,720575941461804032,17035
720575940608017024,720575941440760320,52258
720575940626110976,720575941465985280,12198
720575940610707840,720575941519225600,21761
720575940606864896,720575941411779456,72337
720575940618540800,720575941449772416,30533
720575940604938368,720575941623399808,13424
720575940605318272,720575941472062848,16434
720575940605370752,720575941413566592,58394
720575940605660288,720575941413156992,41855
720575940613121664,720575941476955776,15153
